,img_size_1,img_size_11,img_size_21,img_size_31,img_size_41,img_size_51,img_size_61,img_size_71,img_size_81,img_size_91,img_size_101,img_size_111,img_size_121,img_size_131,img_size_141,img_size_151,img_size_161
0,0.0005180835723876953,0.00052642822265625,0.0004787445068359375,0.0004100799560546875,0.0004944801330566406,0.000492095947265625,0.000339508056640625,0.0002961158752441406,0.0001823902130126953,0.00017952919006347656,0.00018310546875,0.0002715587615966797,0.00020813941955566406,0.00034356117248535156,0.00023317337036132812,0.00028133392333984375,0.00029015541076660156
1,0.00039124488830566406,0.00046181678771972656,0.0004544258117675781,0.0003867149353027344,0.0004563331604003906,0.00045990943908691406,0.0003147125244140625,0.00028204917907714844,0.00017118453979492188,0.00016736984252929688,0.0001690387725830078,0.0001952648162841797,0.00017070770263671875,0.00018167495727539062,0.00018095970153808594,0.00019931793212890625,0.00018906593322753906
2,0.00038909912109375,0.00044846534729003906,0.00046634674072265625,0.0003800392150878906,0.00044989585876464844,0.0004494190216064453,0.00031256675720214844,0.0002810955047607422,0.0001685619354248047,0.00016379356384277344,0.0001652240753173828,0.0001678466796875,0.00016546249389648438,0.00016808509826660156,0.0001690387725830078,0.00017023086547851562,0.00017189979553222656
3,0.0003867149353027344,0.0004487037658691406,0.0004420280456542969,0.0003826618194580078,0.0004706382751464844,0.0004551410675048828,0.0003135204315185547,0.0002803802490234375,0.00016880035400390625,0.00016427040100097656,0.0001647472381591797,0.0001652240753173828,0.00016617774963378906,0.00016641616821289062,0.0001678466796875,0.00016880035400390625,0.00016999244689941406
4,0.00038695335388183594,0.00046706199645996094,0.0004458427429199219,0.0003781318664550781,0.0004477500915527344,0.00044989585876464844,0.00031185150146484375,0.00027942657470703125,0.00017595291137695312,0.00017404556274414062,0.00016379356384277344,0.0001652240753173828,0.0001647472381591797,0.00016498565673828125,0.00016689300537109375,0.0001690387725830078,0.0001697540283203125
5,0.00038433074951171875,0.0004482269287109375,0.000476837158203125,0.0003802776336669922,0.0004489421844482422,0.0004475116729736328,0.0003097057342529297,0.0002779960632324219,0.00016617774963378906,0.00016379356384277344,0.0001633167266845703,0.00016617774963378906,0.00016450881958007812,0.0001652240753173828,0.00016760826110839844,0.00016760826110839844,0.00016927719116210938
6,0.0003826618194580078,0.00044655799865722656,0.00044465065002441406,0.00037789344787597656,0.00042724609375,0.0004487037658691406,0.00031065940856933594,0.0002760887145996094,0.00016498565673828125,0.00016355514526367188,0.0001690387725830078,0.00016450881958007812,0.00016570091247558594,0.00016546249389648438,0.00017023086547851562,0.0001685619354248047,0.00017189979553222656
7,0.00038552284240722656,0.00044536590576171875,0.00044226646423339844,0.0003771781921386719,0.0004124641418457031,0.0004467964172363281,0.0003108978271484375,0.0002789497375488281,0.0001647472381591797,0.000164031982421875,0.00016760826110839844,0.00016617774963378906,0.0001647472381591797,0.00016570091247558594,0.00016832351684570312,0.00016832351684570312,0.00017023086547851562
8,0.0003516674041748047,0.00044846534729003906,0.0004448890686035156,0.0003769397735595703,0.0004119873046875,0.00045180320739746094,0.00030994415283203125,0.0002765655517578125,0.00016427040100097656,0.0001647472381591797,0.00016498565673828125,0.00016570091247558594,0.00016450881958007812,0.00016450881958007812,0.00016689300537109375,0.0001666545867919922,0.0001690387725830078
9,0.00035190582275390625,0.00044608116149902344,0.00044274330139160156,0.0003814697265625,0.00038123130798339844,0.0004858970642089844,0.0003082752227783203,0.0002770423889160156,0.0001633167266845703,0.0001621246337890625,0.000164031982421875,0.0001671314239501953,0.00016498565673828125,0.00017786026000976562,0.00016736984252929688,0.00016832351684570312,0.00016951560974121094
10,0.0003230571746826172,0.00040793418884277344,0.00044465065002441406,0.00037860870361328125,0.00037479400634765625,0.0004115104675292969,0.0003094673156738281,0.00027561187744140625,0.00016450881958007812,0.00016307830810546875,0.00016498565673828125,0.00016498565673828125,0.00017714500427246094,0.0001652240753173828,0.0001671314239501953,0.00016880035400390625,0.00016832351684570312
11,0.0003266334533691406,0.00040912628173828125,0.00041031837463378906,0.00037741661071777344,0.0003783702850341797,0.0004088878631591797,0.0003097057342529297,0.0002772808074951172,0.00017452239990234375,0.0001633167266845703,0.00016379356384277344,0.00016498565673828125,0.000164031982421875,0.0001647472381591797,0.00016689300537109375,0.00016808509826660156,0.00016880035400390625
12,0.0003006458282470703,0.0004096031188964844,0.0004069805145263672,0.0003933906555175781,0.00039386749267578125,0.0004336833953857422,0.00030922889709472656,0.0003139972686767578,0.00016355514526367188,0.00016379356384277344,0.000164031982421875,0.00016355514526367188,0.00016427040100097656,0.0001652240753173828,0.00016689300537109375,0.00016808509826660156,0.0001678466796875
13,0.0003001689910888672,0.0003783702850341797,0.00040602684020996094,0.00037741661071777344,0.0003771781921386719,0.0003762245178222656,0.000308990478515625,0.0002772808074951172,0.00016379356384277344,0.00016164779663085938,0.0001633167266845703,0.00016427040100097656,0.00016379356384277344,0.00016498565673828125,0.0001666545867919922,0.00016832351684570312,0.00016832351684570312
14,0.0003018379211425781,0.0003764629364013672,0.0003745555877685547,0.00038051605224609375,0.0003764629364013672,0.00037932395935058594,0.000308990478515625,0.00027632713317871094,0.00016379356384277344,0.00016427040100097656,0.00016307830810546875,0.00016379356384277344,0.0001628398895263672,0.00016450881958007812,0.00016641616821289062,0.00016641616821289062,0.00016808509826660156
15,0.0002815723419189453,0.0003757476806640625,0.00037407875061035156,0.0003790855407714844,0.00037670135498046875,0.00037670135498046875,0.00030994415283203125,0.0002758502960205078,0.00016379356384277344,0.00016307830810546875,0.00017309188842773438,0.000164031982421875,0.00016355514526367188,0.00016736984252929688,0.00016736984252929688,0.00016927719116210938,0.0001697540283203125
16,0.00028228759765625,0.00035190582275390625,0.0003726482391357422,0.0003533363342285156,0.00035500526428222656,0.00035190582275390625,0.0003101825714111328,0.00027680397033691406,0.00016427040100097656,0.00016236305236816406,0.00016379356384277344,0.00016641616821289062,0.00016450881958007812,0.000164031982421875,0.00016641616821289062,0.00017452239990234375,0.0001685619354248047
17,0.0002949237823486328,0.00035071372985839844,0.0003478527069091797,0.0003509521484375,0.0003528594970703125,0.00035381317138671875,0.0003077983856201172,0.0002770423889160156,0.00016450881958007812,0.00016307830810546875,0.000164031982421875,0.0001652240753173828,0.00016355514526367188,0.00016427040100097656,0.0001678466796875,0.00016951560974121094,0.00016808509826660156
18,0.00026345252990722656,0.00035071372985839844,0.00034999847412109375,0.0003757476806640625,0.0003521442413330078,0.0003528594970703125,0.000308990478515625,0.00027489662170410156,0.0001633167266845703,0.0001628398895263672,0.00016641616821289062,0.00016450881958007812,0.00016498565673828125,0.00016546249389648438,0.00016760826110839844,0.0001671314239501953,0.00016808509826660156
19,0.0002655982971191406,0.0003643035888671875,0.00034737586975097656,0.00035572052001953125,0.00035381317138671875,0.00035572052001953125,0.0003123283386230469,0.0002751350402832031,0.0001647472381591797,0.0001633167266845703,0.00016379356384277344,0.00016427040100097656,0.00016427040100097656,0.00016689300537109375,0.0001666545867919922,0.00017023086547851562,0.0001685619354248047
20,0.0002663135528564453,0.00032830238342285156,0.0003657341003417969,0.00032830238342285156,0.00032901763916015625,0.00032639503479003906,0.000308990478515625,0.0002765655517578125,0.00016427040100097656,0.0001633167266845703,0.000164031982421875,0.00016546249389648438,0.00016379356384277344,0.0001652240753173828,0.0001666545867919922,0.0001666545867919922,0.0001926422119140625
21,0.00025081634521484375,0.0003299713134765625,0.00032401084899902344,0.00033020973205566406,0.0003306865692138672,0.00033020973205566406,0.00030922889709472656,0.00028705596923828125,0.0001633167266845703,0.00016236305236816406,0.00016427040100097656,0.00016570091247558594,0.000164031982421875,0.0001647472381591797,0.00016927719116210938,0.0001671314239501953,0.00016880035400390625
22,0.0002491474151611328,0.0003287792205810547,0.00032901763916015625,0.00032782554626464844,0.0003285408020019531,0.0003275871276855469,0.00030994415283203125,0.0002772808074951172,0.000164031982421875,0.0001652240753173828,0.00016427040100097656,0.00016307830810546875,0.00016307830810546875,0.0001652240753173828,0.0001671314239501953,0.00016641616821289062,0.00016832351684570312
23,0.00026726722717285156,0.0003361701965332031,0.00032401084899902344,0.0003101825714111328,0.0003139972686767578,0.00030803680419921875,0.00031185150146484375,0.0002770423889160156,0.0001633167266845703,0.00016260147094726562,0.00016546249389648438,0.000164031982421875,0.00016427040100097656,0.00016427040100097656,0.00016570091247558594,0.0001678466796875,0.00016760826110839844
24,0.00023627281188964844,0.00030803680419921875,0.00032901763916015625,0.0003085136413574219,0.0002903938293457031,0.00030922889709472656,0.0003077983856201172,0.0002739429473876953,0.0001633167266845703,0.00016307830810546875,0.00016355514526367188,0.00019097328186035156,0.00016450881958007812,0.0001838207244873047,0.0001728534698486328,0.0001685619354248047,0.00016736984252929688
25,0.0002346038818359375,0.00030517578125,0.00030517578125,0.00031256675720214844,0.00029397010803222656,0.0003116130828857422,0.0003094673156738281,0.0002770423889160156,0.0001647472381591797,0.0001614093780517578,0.00016355514526367188,0.0001666545867919922,0.00016427040100097656,0.00016498565673828125,0.00016736984252929688,0.0001685619354248047,0.00016736984252929688
26,0.00023651123046875,0.00030875205993652344,0.00030803680419921875,0.0003101825714111328,0.0002913475036621094,0.0003063678741455078,0.0003075599670410156,0.00027441978454589844,0.00016307830810546875,0.00016236305236816406,0.00016307830810546875,0.00016427040100097656,0.0001633167266845703,0.0001647472381591797,0.00016617774963378906,0.00016689300537109375,0.00016832351684570312
27,0.00022649765014648438,0.00031447410583496094,0.0003070831298828125,0.0002913475036621094,0.0002770423889160156,0.0003097057342529297,0.0003101825714111328,0.0002770423889160156,0.00016450881958007812,0.00018024444580078125,0.00016450881958007812,0.000164031982421875,0.000164031982421875,0.0001647472381591797,0.00016689300537109375,0.00016736984252929688,0.0001678466796875
28,0.0002269744873046875,0.0002906322479248047,0.0003159046173095703,0.00029158592224121094,0.0002789497375488281,0.00030875205993652344,0.0002918243408203125,0.0002770423889160156,0.0001633167266845703,0.00016355514526367188,0.0001633167266845703,0.00016498565673828125,0.00016307830810546875,0.00016617774963378906,0.0001666545867919922,0.00016880035400390625,0.0001685619354248047
29,0.000225067138671875,0.0002887248992919922,0.00029015541076660156,0.00029206275939941406,0.0002753734588623047,0.000308990478515625,0.00029206275939941406,0.0002758502960205078,0.00016427040100097656,0.00016260147094726562,0.0001647472381591797,0.00016355514526367188,0.0001621246337890625,0.00016546249389648438,0.00016808509826660156,0.0001678466796875,0.0001685619354248047
30,0.0002155303955078125,0.0003800392150878906,0.00029015541076660156,0.0002777576446533203,0.00027751922607421875,0.0003085136413574219,0.0002925395965576172,0.0002884864807128906,0.00016355514526367188,0.00016355514526367188,0.00016498565673828125,0.000164031982421875,0.00016355514526367188,0.000164031982421875,0.00016546249389648438,0.00016689300537109375,0.0001678466796875
31,0.00021696090698242188,0.00029087066650390625,0.0002884864807128906,0.0002789497375488281,0.0002963542938232422,0.00030875205993652344,0.0003123283386230469,0.0002779960632324219,0.00016379356384277344,0.00016379356384277344,0.0001647472381591797,0.0001647472381591797,0.00016379356384277344,0.000164031982421875,0.00016546249389648438,0.00016951560974121094,0.00016832351684570312
32,0.0002155303955078125,0.000274658203125,0.0003185272216796875,0.00027871131896972656,0.0002639293670654297,0.00030875205993652344,0.00026416778564453125,0.0002772808074951172,0.0001633167266845703,0.00016260147094726562,0.00016498565673828125,0.0001659393310546875,0.00016355514526367188,0.0001652240753173828,0.0001666545867919922,0.0001685619354248047,0.00016999244689941406
33,0.0002148151397705078,0.0002741813659667969,0.0002734661102294922,0.000278472900390625,0.00026297569274902344,0.0003070831298828125,0.00026345252990722656,0.00027871131896972656,0.000164031982421875,0.0001628398895263672,0.000164031982421875,0.0001647472381591797,0.00017309188842773438,0.0001647472381591797,0.0001671314239501953,0.0002422332763671875,0.00016808509826660156
34,0.00019693374633789062,0.0002770423889160156,0.00027251243591308594,0.0002772808074951172,0.0002663135528564453,0.00030803680419921875,0.00026416778564453125,0.00027680397033691406,0.00018286705017089844,0.00016355514526367188,0.00016355514526367188,0.00016307830810546875,0.00016427040100097656,0.00016427040100097656,0.00016546249389648438,0.0001678466796875,0.0001678466796875
35,0.0001995563507080078,0.00027489662170410156,0.0002753734588623047,0.00028634071350097656,0.0002646446228027344,0.00030922889709472656,0.00026535987854003906,0.0002732276916503906,0.0001652240753173828,0.00016427040100097656,0.00016498565673828125,0.00016450881958007812,0.00016498565673828125,0.00016379356384277344,0.00016570091247558594,0.0001678466796875,0.00016760826110839844
36,0.0001990795135498047,0.00027561187744140625,0.00027370452880859375,0.00028014183044433594,0.00026917457580566406,0.00030922889709472656,0.0002548694610595703,0.0002493858337402344,0.0001647472381591797,0.00016498565673828125,0.000164031982421875,0.00016427040100097656,0.000164031982421875,0.00016307830810546875,0.00016641616821289062,0.00016760826110839844,0.00016880035400390625
37,0.00020647048950195312,0.0002779960632324219,0.00024890899658203125,0.0002777576446533203,0.0002532005310058594,0.00030803680419921875,0.0002522468566894531,0.00025177001953125,0.00016379356384277344,0.0001633167266845703,0.0001628398895263672,0.00016570091247558594,0.00016307830810546875,0.0001659393310546875,0.0001671314239501953,0.0001678466796875,0.00016880035400390625
38,0.00018906593322753906,0.0002770423889160156,0.0002491474151611328,0.00027632713317871094,0.0002512931823730469,0.000308990478515625,0.0002541542053222656,0.0002498626708984375,0.00016307830810546875,0.0001633167266845703,0.00016999244689941406,0.00016570091247558594,0.00016307830810546875,0.00016546249389648438,0.00016641616821289062,0.00016808509826660156,0.0001690387725830078
39,0.00019025802612304688,0.000274658203125,0.00024962425231933594,0.0002765655517578125,0.00025272369384765625,0.00030922889709472656,0.00025177001953125,0.0002510547637939453,0.0001647472381591797,0.000164031982421875,0.00016379356384277344,0.00016450881958007812,0.0001633167266845703,0.00018024444580078125,0.0001659393310546875,0.0001659393310546875,0.00016808509826660156
40,0.0001881122589111328,0.0002894401550292969,0.00025010108947753906,0.00027871131896972656,0.0002522468566894531,0.0003070831298828125,0.00025153160095214844,0.00023865699768066406,0.0001652240753173828,0.00016427040100097656,0.00016355514526367188,0.00016450881958007812,0.00016427040100097656,0.0001652240753173828,0.00016760826110839844,0.0001666545867919922,0.0001690387725830078
41,0.00018858909606933594,0.0002741813659667969,0.00024890899658203125,0.0002779960632324219,0.0002551078796386719,0.000308990478515625,0.00025272369384765625,0.0002713203430175781,0.0001647472381591797,0.0001628398895263672,0.00016355514526367188,0.00016379356384277344,0.00016641616821289062,0.00016427040100097656,0.0001666545867919922,0.00016760826110839844,0.0001671314239501953
42,0.00018262863159179688,0.0002734661102294922,0.0002391338348388672,0.00027751922607421875,0.0002391338348388672,0.00030732154846191406,0.00024962425231933594,0.00023889541625976562,0.0001652240753173828,0.00016355514526367188,0.0001628398895263672,0.000164031982421875,0.00016450881958007812,0.00016570091247558594,0.00016570091247558594,0.0001671314239501953,0.00017690658569335938
43,0.00018143653869628906,0.0002760887145996094,0.0002384185791015625,0.0002770423889160156,0.0002396106719970703,0.0003082752227783203,0.0002512931823730469,0.00024008750915527344,0.00016379356384277344,0.00016307830810546875,0.0001628398895263672,0.0001652240753173828,0.00016307830810546875,0.0001659393310546875,0.00016832351684570312,0.00016736984252929688,0.0001678466796875
44,0.00018143653869628906,0.0002739429473876953,0.00024056434631347656,0.0002875328063964844,0.00024008750915527344,0.0003113746643066406,0.0002512931823730469,0.0002396106719970703,0.00016355514526367188,0.0001628398895263672,0.00016307830810546875,0.0001652240753173828,0.00016379356384277344,0.00016450881958007812,0.00016689300537109375,0.0001678466796875,0.00016832351684570312
45,0.00018358230590820312,0.0002758502960205078,0.00023794174194335938,0.0002758502960205078,0.00024008750915527344,0.00030994415283203125,0.0002522468566894531,0.00024199485778808594,0.0001652240753173828,0.00016236305236816406,0.00016427040100097656,0.0001647472381591797,0.00016450881958007812,0.00016307830810546875,0.00016736984252929688,0.00017333030700683594,0.00016880035400390625
46,0.00017118453979492188,0.00027441978454589844,0.00023603439331054688,0.00027632713317871094,0.0002434253692626953,0.00030803680419921875,0.00025153160095214844,0.0002396106719970703,0.0001647472381591797,0.00016379356384277344,0.00017189979553222656,0.00016379356384277344,0.00016450881958007812,0.00016427040100097656,0.00016736984252929688,0.00016617774963378906,0.00016832351684570312
47,0.00017070770263671875,0.00027441978454589844,0.0002288818359375,0.00027680397033691406,0.0002231597900390625,0.00030922889709472656,0.0002522468566894531,0.0002396106719970703,0.00016355514526367188,0.00016236305236816406,0.000164031982421875,0.0001742839813232422,0.00016355514526367188,0.00016570091247558594,0.0001685619354248047,0.0001678466796875,0.00016808509826660156
48,0.0001704692840576172,0.000274658203125,0.00022983551025390625,0.0002765655517578125,0.00022363662719726562,0.0003077983856201172,0.00025200843811035156,0.00023865699768066406,0.00016379356384277344,0.00016236305236816406,0.00016260147094726562,0.00016546249389648438,0.0001633167266845703,0.00016570091247558594,0.0001659393310546875,0.00016546249389648438,0.00016832351684570312
